Postcode,A,B,C,D,E,F,G,H,I,J,K,L,M,N,A01,A02,A03,A04,B05,B06,B07,C08,C09,C10,D11,D12,D13,E14,E15,E16,F17,F18,F19,G20,G21,G22,G23,H24,H25,H26,H27,I28,I29,I30,J31,J32,J33,J34,K35,K36,K37,L38,L39,L40,L41,L42,M43,M44,M45,M46,M47,N48,N49,N50,N51
4340,,2,,1,11,,,381,303,109,2,479,113,1320,,,,,,,2,,,,,,1,,1,10,,,,,,,,110,128,,143,8,4,291,,,109,,,2,,450,,29,,,,1,9,32,71,1293,,27,
4341,,516,,1,75,,,338,1444,192,10,1457,284,2051,,,,,,,516,,,,,,1,,3,72,,,,,,,,,171,,167,27,14,1403,,,180,12,,10,,1376,,81,,,,11,18,8,247,1876,,175,
4342,,,,,,,,41,93,17,1,164,45,691,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,93,,,15,2,,1,,160,,4,,,,2,,,43,608,,83,
4343,,88,,,75,,,657,524,46,20,1058,608,1563,,,,,,,88,,,,,,,,1,74,,,,,,,,6,18,,633,10,,514,,,41,5,,20,,841,,217,,,,1,28,,579,1479,2,80,2
4344,,,,1,13,,,134,56,,,97,44,701,,,,,,,,,,,,,1,,,13,,,,,,,,,115,,19,,,56,,,,,,,,97,,,,,,2,2,,40,637,,62,2
4346,,,,1,10,,,195,42,73,22,65,34,215,,,,,,,,,,,,,1,,3,7,,,,,,,,,1,,194,6,1,35,,,73,,,22,,61,,4,,,,3,22,,9,213,,2,
4347,,,,,,,,9,37,1,,43,11,474,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,37,,,,1,,,,43,,,,,,,1,,10,380,,92,2
4350,305,1869,,1391,3299,202,44,11245,9156,783,1512,11809,8364,1307,3,302,,,1,270,1598,,,,878,,513,16,791,2492,84,58,60,,,43,1,202,2284,,8759,1483,1040,6633,,,738,45,,846,666,8691,,3114,,4,,1080,1484,2477,3323,1286,,21,
4352,,1699,,125,3136,8,,169,2866,1,72,59,424,3310,,,,,,,1699,,,,3,,122,,112,3024,,8,,,,,,7,47,,115,90,143,2633,,,1,,,69,3,58,,1,,,,41,49,307,27,2885,335,67,23
4353,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,8,36,
4354,,,,,,,,37,44,1,,147,11,261,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,44,,,,1,,,,147,,,,,,,1,,10,159,,97,5
4355,,,,101,1,,,70,38,1,,201,239,535,,,,,,,,,,,,,101,,,1,,,,,,,,,,,70,,,38,,,,1,,,,197,,4,,,,,13,1,225,344,44,144,3
4356,,,,,7,,,200,404,11,1,419,183,758,,,,,,,,,,,,,,,,7,,,,,,,,,1,,199,3,,401,,,,11,,1,,385,,34,,,,1,3,1,178,579,134,42,3
4357,,,,1,1,,,85,16,69,,104,47,1130,,,,,,,,,,,,,1,,,1,,,,,,,,,,,85,,,16,,,,69,,,,104,,,,,,,1,,46,97,349,137,547
4358,,,,,45,,,458,228,6,,93,24,524,,,,,,,,,,,,,,,,45,,,,,,,,,3,,455,,,228,,,1,5,,,,93,,,,,,1,1,,22,435,61,26,2
4359,,,,,,,,21,82,4,,67,6,453,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,82,,,,4,,,,67,,,,,,,,,6,382,4,61,6
4360,,,,,,,,197,22,3,5,4,21,362,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,22,,,1,2,,5,,3,,1,,,,,2,,19,227,,130,5
4361,,,,7,,,,227,28,11,,177,147,1678,,,,,,,,,,,,,7,,,,,,,,,,,,,,227,,,28,,,,11,,,,117,,60,,,,,6,,141,1177,43,392,66
4362,,,,,,,,10,10,4,,32,64,959,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,10,,,,4,,,,31,,1,,,,,1,,63,567,9,367,16
4363,,,,,,,,39,24,,,46,8,156,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,24,,,,,,,,46,,,,,,,,,8,135,,19,2
4364,,,,,,,,,2,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,15,48,28,17
4365,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,26,109,36
4370,,5,,8,6,,,558,1665,194,2,2759,1098,2151,,,,,,,5,,,,,,8,,,6,,,,,,,,,84,,474,2,2,1661,,,1,193,,2,,2405,,351,,3,,3,36,111,948,1752,47,309,43
4371,,,,,1,,,1,1,,,1,,346,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,223,9,97,17
4372,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,35,2
4373,,,,,,,,5,11,,,24,25,472,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,11,,,,,,,,24,,,,,,,,,25,119,6,293,54
4374,,,,,,,,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,17,59,1
4375,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,8,35,3
4376,,,,,,,,1,5,,,11,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,11,,,,,,,,,1,48,,40,7
4377,,,,1,,,,,,,,,,204,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,30,75,13
4378,,,,,,,,4,8,,,6,4,148,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,8,,,,,,,,6,,,,,,,,,4,118,,29,1
4380,,,,50,5,,,273,147,43,,922,769,1399,,,,,,,,,,,,,50,,,5,,,,,,,,,,,273,,,147,,,,43,,,,663,,259,,,,1,8,22,738,1076,154,154,15
4381,,,,,,,,2,,,,2,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,153,1,75,7
4382,,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,5,23,4
4383,,,,,,,,,2,,,4,3,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,3,13,6,34,292
4384,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,1
4385,,,,,,,,3,2,12,,3,2,553,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,12,,,,3,,,,,,,,,2,3,225,21,304
4387,,,,1,,,,2,1,4,,4,2,498,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,1,,,,4,,,,4,,,,,,,,,2,8,173,27,290
4388,,,,,,,,,,,,,1,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,93,4,202
4390,,28,,1,120,,,562,584,40,2,760,208,571,,,,,,,28,,,,,,1,,1,119,,,,,,,,,33,,529,2,,582,,,,40,,2,,616,,61,,83,,1,10,,197,380,158,23,10
4400,,,,,1,,,5,561,3,,83,13,127,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,2,,559,,,3,,,,,83,,,,,,1,,,12,127,,,
4401,,,,,,,,299,165,124,,829,266,562,,,,,,,,,,,,,,,,,,,,,,,,,104,,195,1,,164,,,2,122,,,,811,,18,,,,,3,,263,431,61,66,4
4402,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,16,92,44
4403,,,,,,,,4,3,,,5,1,317,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,5,,,,,,,,,1,101,155,45,16
4404,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,121,13,6
4405,,105,,1,80,,,523,739,878,2,1953,316,1318,,,,,,,105,,,,,,1,,,80,,,,,,,,,68,,455,,1,738,,,,878,,2,,1832,,121,,,,,11,,305,619,423,143,133
4406,,,,,,,,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,526,2,50
4407,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,102,8,143
4408,,,,1,,,,,1,,,1,3,245,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,3,17,76,21,131
4410,,,,,,,,2,1,1,,3,1,410,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,1,,,,3,,,,,,,,,1,1,45,15,349
4411,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,132,,9
4412,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,108,,
4413,,1,,,10,,,399,410,1061,,828,95,790,,,,,,,1,,,,,,,,,10,,,,,,,,,5,,394,10,,400,37,,,1024,,,,765,,63,,,,1,9,,85,313,375,14,88
4415,,,,,,,,2,13,328,,66,8,574,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,13,,,,328,,,,57,,9,,,,,,,8,19,187,40,328
4416,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,157,11,46
4417,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,42,143
4418,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,
4419,,,,,,,,1,,10,,1,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,,,,1,,,,,,,,,,18,219,13,180
4420,,,,,,,,5,,67,,,2,789,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,67,,,,,,,,,,,,,2,16,298,17,458
4421,,,,,,,,6,,60,,2,4,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,60,,,,2,,,,,,,,,4,14,127,7,996
4422,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,131,,8
4423,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,129,,16
4424,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,73,,
4425,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,1,78
4426,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,9
4427,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,,83
4428,,,,,,,,1,,,,,,458,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,283,14,159
4454,,,,,1,,,2,,,,,,468,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,28,219,5,216
4455,,,,,1,,,471,255,1499,,637,70,721,,,,,,,,,,,,,,,,1,,,,,,,,,3,,468,,,255,515,,,984,,,,634,,2,,1,,,4,,66,206,434,8,73
4461,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,
4462,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,4
4465,,,,,,,,10,,36,,1,1,539,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,36,,,,1,,,,,,,,,1,21,31,18,469
4467,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41,,4
4468,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2,97
4470,,,,,,,,6,45,1138,,31,4,266,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,45,,,,1138,,,,31,,,,,,,,,4,49,79,5,133
4472,,,,,,,,1,4,,,,1,637,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,1,5,89,22,521
4474,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,130
4477,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,211
4478,,,,,,,,,,1,,,,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,125,7,296
4479,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
4480,,,,,,,,6,,2,,,1,608,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,1,,,,,,,,,,,,,1,18,134,9,447
4481,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,32
4482,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,1,18
4486,,,,,,,,4,,1,,,,531,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,4,123,7,397
4487,,,,,4,,,132,164,531,,244,37,423,,,,,,,,,,,,,,,,4,,,,,,,,,,,132,,,164,3,,,528,,,,243,,1,,,,,1,,36,86,223,8,106
4488,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,3,98
4489,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,60
4490,,,,,,,,8,,2,,4,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2,,,,4,,,,,,,,,,7,97,,479
4491,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,1,19
4492,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,,273
4493,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3
4494,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,73,,13
4496,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,1,47
4497,,,,,,,,1,,1,,,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,6,236,,107
4498,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78,,1
4500,,3037,,22,2755,1199,,1735,3980,1749,1488,856,624,7,,,,,55,4,2978,,,,21,,1,457,391,1907,,1199,,,,,,260,1134,,341,1934,2035,11,,,1749,,11,697,780,38,13,805,,,1,330,238,4,51,7,,,
4501,,64,,13,45,,,421,934,561,474,468,102,1,,,,,,2,62,,,,13,,,,16,29,,,,,,,,73,282,,66,549,375,10,,,561,,3,221,250,38,2,428,,,,48,36,3,15,1,,,
4502,,609,,1,86,2,,573,1332,366,181,138,136,,,,,,,,609,,,,1,,,28,44,14,2,,,,,,,47,486,,40,500,817,15,,,366,,,75,106,,1,137,,,,49,87,,,,,,
4503,,1833,,30,1074,2333,,5671,2684,3031,2852,402,904,23,,,,,,4,1829,,,,28,,2,122,277,675,,2330,3,,,,,944,4075,48,604,1027,1563,94,,,3031,,1,1572,1279,176,8,218,,,,137,366,355,46,23,,,
4504,,3852,,11,753,497,,1203,677,106,87,29,44,108,,,,,,,3852,,,,3,,8,3,108,642,,497,,,,,,104,1078,,21,178,484,15,,,106,,,80,7,2,,27,,,,10,33,,1,108,,,
4505,,514,,13,3233,531,2,1661,1034,996,1328,353,966,37,,,,,,,514,,,,1,,12,2,201,3030,,531,,,,2,,278,1108,,275,215,756,63,,,996,,,1134,194,5,,348,,,,80,110,754,22,37,,,
4506,,125,,13,1770,14,,4885,517,1270,327,765,478,91,,,,,1,,124,,,,,,13,,125,1645,,14,,,,,,387,4313,,185,121,340,56,,,1270,,,98,229,199,14,551,,1,,43,59,352,24,91,,,
4507,1,1,,7016,241,,28,133,258,22,274,1401,2316,14,,,1,,,1,,,,,141,,6875,,218,23,,,,,,28,,57,,,76,72,147,39,,,22,,,274,,58,,1343,,,,108,360,1757,91,14,,,
4508,,445,,52,231,,1,2259,738,1277,228,1971,639,22,,,,,,,445,,,,,,52,,52,179,,,,,,1,,45,1995,,219,227,425,86,,,1277,,,37,191,1327,109,513,,22,,88,133,289,129,22,,,
4509,1,5278,,2,346,2542,108,907,1114,185,2379,69,465,2,1,,,,132,,5146,,,,1,,1,55,264,27,,2432,110,,,108,,347,450,,110,395,710,9,,,185,,,1416,963,4,,65,,,,29,235,197,4,2,,,
4510,,212,,1333,2226,7,,7256,1194,2534,835,4140,2225,957,,,,,,,212,,,,6,,1327,,135,2091,,7,,,,,,445,6198,,613,322,483,389,,,2528,6,,715,120,2277,35,1702,,126,,193,357,1384,291,894,,63,
4511,,29,,1192,638,,,364,880,75,34,212,466,47,,,,,,,29,,,,1,,1191,,51,587,,,,,,,,18,277,,69,158,126,596,,,75,,,34,,199,,13,,,,90,130,239,7,46,,1,
4512,,20,,,610,,,2,33,1,1,2,5,435,,,,,,,20,,,,,,,,15,595,,,,,,,,,,,2,9,3,21,,,1,,,1,,2,,,,,,2,2,,1,435,,,
4513,,,,,16,,,,,,,,,16,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,
4514,,25,,10,514,,,55,629,49,29,124,104,1395,,,,,,,25,,,,,,10,,8,506,,,,,,,,6,4,,45,75,24,530,,,49,,,29,,124,,,,,,11,48,,45,1327,,68,
4515,,9,,,2,,,54,248,5,1,396,82,964,,,,,,,9,,,,,,,,1,1,,,,,,,,,6,,48,5,3,240,,,5,,,1,,396,,,,,,,4,,78,831,9,101,23
4516,,79,,,1093,,,7,87,7,7,5,4,139,,,,,,,79,,,,,,,,46,1047,,,,,,,,,7,,,23,27,37,,,7,,,7,,5,,,,,,2,2,,,139,,,
4517,,37,,43,19,,,9,120,,28,,12,76,,,,,,,37,,,,,,43,,3,16,,,,,,,,4,,,5,16,3,101,,,,,,28,,,,,,,,6,6,,,76,,,
4518,,128,,7,241,,,23,1007,7,72,2,59,438,,,,,,,128,,,,,,7,,33,208,,,,,,,,5,13,,5,153,207,647,,,7,,,72,,2,,,,,,48,11,,,437,,1,
4519,,150,,84,356,,,360,931,33,57,203,177,707,,,,,,,150,,,,,,84,,25,331,,,,,,,,18,276,,66,133,153,645,,,33,,,57,,149,,54,,,,72,83,,22,707,,,
4520,69,97,,36,3944,,,12,85,1,47,,162,134,1,67,,1,,93,4,,,,34,,2,1335,714,1895,,,,,,,,11,,,1,45,39,1,,,1,,,47,,,,,,,,,32,130,,133,1,,
4521,,73,,5,1029,,,3,274,2,28,1,9,461,,,,,,,73,,,,4,,1,,58,971,,,,,,,,1,2,,,99,115,60,,,2,,,28,,1,,,,,,7,2,,,456,,5,
4550,,29,,76,262,,,100,949,3,71,55,69,231,,,,,,,29,,,,,,76,,34,228,,,,,,,,27,32,,41,142,99,708,,,3,,,71,,6,,49,,,,29,29,,11,231,,,
4551,67,2104,,5195,1753,557,6088,1629,6519,37,5215,232,3847,54,9,4,54,,,160,1944,,,,657,38,4500,12,1086,655,48,508,1,,,6088,,1180,138,,311,2395,2915,1209,,,37,,17,4517,681,49,,183,,,,745,1210,1876,16,53,,,1
4552,,,,1802,64,,,61,104,,10,32,173,1371,,,,,,,,,,,3,,1799,,46,18,,,,,,,,25,,,36,31,3,70,,,,,,9,1,28,,4,,,,37,131,4,1,1261,,110,
4553,,98,,88,1410,,,151,1001,,1549,17,108,162,,,,,,,98,,,,53,,35,,134,1276,,,,,,,,114,11,,26,118,98,785,,,,,,1545,4,17,,,,,,68,39,,1,162,,,
4554,,,,,316,,,3,87,,2,,2,241,,,,,,,,,,,,,,,33,283,,,,,,,,1,1,,1,26,6,55,,,,,,2,,,,,,,,1,1,,,241,,,
4555,,322,,51,913,,,95,1034,1,227,63,173,368,,,,,,,322,,,,1,,50,,101,812,,,,,,,,20,,,75,149,236,649,,,1,,,227,,5,,58,,,,27,20,125,1,368,,,
4556,50,3290,,2267,3060,47,1110,661,3416,7,2339,135,3163,25,5,37,6,2,1,261,3028,,,,1251,,1016,220,1699,1141,20,17,10,,,995,115,529,71,,61,880,2340,196,,,7,,6,1465,868,,57,78,,,,132,563,2464,4,25,,,
4557,121,957,,407,366,1213,3330,274,1661,2,836,10,362,1,3,14,104,,,93,864,,,,294,50,63,2,353,11,18,1195,,,,3330,,204,8,,62,512,1120,29,,,2,,49,577,210,1,,9,,,,144,217,,1,1,,,
4558,34,110,,495,165,,6667,603,1293,28,2014,120,1877,18,,1,33,,,35,75,,,,142,6,347,,160,5,,,,,,6667,,480,13,,110,522,563,208,,,28,,18,869,1127,,,120,,,,342,485,1049,1,18,,,
4559,,254,,59,926,,7,97,659,2,132,116,129,270,,,,,,,254,,,,1,,58,,132,794,,,,,,7,,42,,,55,121,91,447,,,2,,,131,1,19,,97,,,,32,35,56,6,270,,,
4560,,593,,1311,1301,64,,931,5539,115,773,1473,1659,1446,,,,,,3,590,,,,44,,1267,,249,1052,,64,,,,,,155,75,,701,944,692,3903,,,115,,,749,24,379,,1094,,,,331,374,777,177,1431,,15,
4561,,29,,97,1307,,,183,605,14,176,83,76,839,,,,,,,29,,,,,,97,,139,1168,,,,,,,,8,1,,174,125,46,434,,,14,,,176,,64,,19,,,,22,37,,17,833,,6,
4562,,24,,38,2024,,,61,473,,60,2,61,1304,,,,,,,24,,,,24,,14,,361,1663,,,,,,,,24,,,37,92,25,356,,,,,,60,,1,,1,,,,9,52,,,1301,,3,
4563,3,,,282,377,,,240,1069,,46,111,517,1671,,,3,,,,,,,,33,,249,,113,264,,,,,,,,8,,,232,145,22,902,,,,,,46,,85,,26,,,,45,177,268,27,1669,,2,
4564,,165,,1009,334,121,1025,347,1154,50,812,37,763,30,,,,,,113,52,,,,492,13,504,4,311,19,121,,,,,1025,,171,4,,172,438,455,261,,,50,,7,489,316,1,,36,,,,190,286,282,5,29,,1,
4565,3,16,,1226,463,,97,78,2451,2,183,251,1060,971,,,3,,,,16,,,,42,,1184,,136,327,,,,,,97,,40,,,38,480,192,1779,,,2,,,181,2,23,,228,,,,296,290,474,,891,,80,
4566,403,86,,1004,278,2,2268,47,652,1,156,9,445,10,6,1,393,3,,32,54,,,,478,20,506,,261,17,2,,,,,2268,,29,,,18,125,310,217,,,,1,1,151,4,2,,7,,,,28,83,334,,10,,,
4567,1063,382,,1188,577,41,2826,157,667,,363,,330,2,11,2,1050,,,376,6,,,,669,51,468,,572,5,41,,,,,2826,,143,,,14,226,408,33,,,,,161,173,29,,,,,,,53,277,,,2,,,
4568,,,,39,120,,,33,507,,1,19,42,654,,,,,,,,,,,1,,38,,11,109,,,,,,,,2,,,31,38,5,464,,,,,,1,,18,,1,,,,16,25,,1,638,,16,
4569,,7,,3,2,,,9,350,,1,36,8,365,,,,,,,7,,,,,,3,,,2,,,,,,,,3,,,6,24,1,325,,,,,,1,,36,,,,,,1,2,,5,364,,1,
4570,,,,66,35,,,991,4456,14,7,3656,1287,10164,,,,,,,,,,,,,66,,5,30,,,,,,,,1,4,,986,22,2,4432,,,1,13,,6,1,3056,,600,,,,22,144,30,1091,7630,8,2507,19
4571,,,,,,,,6,37,,,,1,335,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,35,,,,,,,,,,,,,,,,,1,308,,27,
4572,27,39,,92,131,1,2052,36,58,,351,1,102,,,,27,,,38,1,,,,70,12,10,,130,1,1,,,,,2052,,36,,,,16,42,,,,,,210,121,20,,,1,,,,23,40,39,,,,,
4573,128,2302,,1590,1073,729,2694,540,3407,,1537,178,1010,36,,2,126,,,628,1674,,,,736,27,827,,887,186,47,664,18,,,2694,,440,,,100,1384,1852,171,,,,,71,1307,159,,,178,,,,141,504,365,,36,,,
4574,,,,12,,,,31,1,,15,2,13,623,,,,,,,,,,,,,12,,,,,,,,,,,5,,,26,,,1,,,,,,15,,2,,,,,,1,11,,1,506,,117,
4575,296,1155,,1106,955,239,1483,475,3441,19,1467,58,1648,1,170,79,41,6,,957,198,,,,625,112,369,35,905,15,88,118,33,,,1483,,448,18,,9,1576,1791,74,,,19,,102,1334,31,,,58,,,,235,384,1029,,1,,,
4580,,,,2370,,,4,162,5,4,,150,213,536,,,,,,,,,,,,,2370,,,,,,,,,4,,1,,,161,,,5,,,,4,,,,36,,114,,,,,5,102,106,13,,523,
4581,,,,780,,,48,61,14,,,168,11,168,,,,,,,,,,,,,780,,,,,,,,,48,,2,,,59,4,,10,,,,,,,,14,,154,,,,,8,,3,5,1,162,
4600,,,,,,,,7,,3,,1,7,839,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,3,,,,1,,,,,,,3,,4,258,46,457,78
4601,,,,,,,,29,1,100,1,3,11,857,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,1,,,,100,,1,,1,,2,,,,,,,11,208,188,197,264
4605,,,,,,,,58,14,1005,,314,44,874,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,14,,,,1005,,,,93,,1,,220,,,10,,34,474,206,88,106
4606,,,,,,,,27,10,406,,122,67,595,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,10,,,,406,,,,115,,7,,,,,4,,63,290,42,140,123
4608,,,,,,,,,2,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,193,29,163,123
4610,,1,,2,34,,,406,890,717,15,1980,412,2269,,,,,,,1,,,,,,2,,,34,,,,,,,,,29,,377,4,,886,,,2,715,,15,,1827,,132,,21,,4,31,,377,1239,277,313,440
4611,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,29,3,9
4612,,,,,,,,2,,4,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,,,11,55,51,30
4613,,,,,,,,1,,1,,1,,687,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,25,185,108,369
4614,,,,,,,,53,,16,,32,55,618,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,16,,,,20,,12,,,,,3,,52,99,12,167,340
4615,,,,1,1,,,160,18,545,1,417,239,2311,,,,,,,,,,,,,1,,,1,,,,,,,,,,,160,,,18,,,,545,,1,,323,,94,,,,,29,,210,411,30,1619,251
4620,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,66,54,97
